Structure Number,Structure Name,Asset Class,Structure Type,Inventory Date,Section No.,Road No.,km,Analysis Date,Inspection Item,Activity,Position,Qty Budget,Unit Cost,Unit,Cost,U,Adj. U,RMax2,B/C,WorkYear
K146_01N_IDB1470,K146 over rail and P46/1,Bridge,Bridge,10/8/2012,01N,D64,1.00,6/30/2022,02. Guardrail, 467. Replace posts (steel or timber),BU,8.00,630.00,No,5040.00,3,4,9,179.00,1
K146_01N_IDB1470,K146 over rail and P46/1,Bridge,Bridge,10/8/2012,01N,D64,1.00,6/30/2022,11. Parapet, 569. Replace service duct cover,AS,22.00,3100.00,No,68200.00,1,1,1,1.00,3
K146_01N_IDB1470,K146 over rail and P46/1,Bridge,Bridge,10/8/2012,01N,D64,1.00,6/30/2022,02. Guardrail, 455. New guardrail (single and double),U2,6.00,950.00,m,5700.00,4,4,9,158.00,1
K146_01N_IDB1470,K146 over rail and P46/1,Bridge,Bridge,10/8/2012,01N,D64,1.00,6/30/2022,11. Parapet, 953. Ad-hoc item (describe under Remarks),AS,2.00,1080.00,No,2160.00,1,1,1,46.00,3
D602_01N_IDC2628,Tributary to Sand River C1,Major Culvert,Culvert Major,11/20/2012,01N,D602,1.05,6/30/2022,05. Waterway, 156. Gabion (mattresses and boxes),E2,5.00,3100.00,m3,15500.00,3,4,0,0.00,3
D602_01N_IDC2628,Tributary to Sand River C1,Major Culvert,Culvert Major,11/20/2012,01N,D602,1.05,6/30/2022,08. Guardrails, 455. New guardrail (single and double),BE,60.00,950.00,m,57000.00,4,4,9,16.00,3
D602_01N_IDC2628,Tributary to Sand River C1,Major Culvert,Culvert Major,11/20/2012,01N,D602,1.05,6/30/2022,12. Invert Slab, 104. Concrete (reinforced),C1,7.50,12270.00,m3,0.00,0,0,4,9999999.00,1
D620_01N_IDC2696,Tributary to Sand River C2,Major Culvert,Culvert Major,11/26/2012,01N,D620,2.70,6/30/2022,04. Embankment/s, 156. Gabion (mattresses and boxes),E1,4.00,3100.00,m3,12400.00,3,4,4,32.00,3
D620_01N_IDC2696,Tributary to Sand River C2,Major Culvert,Culvert Major,11/26/2012,01N,D620,2.70,6/30/2022,05. Waterway, 156. Gabion (mattresses and boxes),E2,48.00,3100.00,m3,148800.00,3,4,4,3.00,3
D620_01N_IDC2696,Tributary to Sand River C2,Major Culvert,Culvert Major,11/26/2012,01N,D620,2.70,6/30/2022,08. Guardrails, 455. New guardrail (single and double),BE,30.00,950.00,m,28500.00,3,4,4,14.00,3
D94_01N_IDB1770,D94-02,Bridge,Bridge,10/17/2012,01N,D94,0.33,6/30/2022,01. Approach Embankment, 359. Replace sidedrain/gutter/downchutes,U1,15.00,1570.00,m,23550.00,2,4,4,17.00,3
D94_01N_IDB1770,D94-02,Bridge,Bridge,10/17/2012,01N,D94,0.33,6/30/2022,06. Abutments, 120. Seal cracks,BU,4.00,750.00,m,3000.00,1,1,4,133.00,1
D94_01N_IDB1770,D94-02,Bridge,Bridge,10/17/2012,01N,D94,0.33,6/30/2022,08. Surfacing, 502. Resurface or patch,BU,100.00,950.00,m2,95000.00,3,4,9,9.00,3
D94_01N_IDB1770,D94-02,Bridge,Bridge,10/17/2012,01N,D94,0.33,6/30/2022,10. Kerbs / Sidewalks," 614. Repair sidewalk surface (blocks, screed etc)",AS,20.00,750.00,m2,15000.00,1,1,4,27.00,3
D94_01N_IDB1770,D94-02,Bridge,Bridge,10/17/2012,01N,D94,0.33,6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),P2,6.00,750.00,L,4500.00,1,1,4,89.00,3
K198_01N_B5291,K198-01,Bridge,Bridge,10/31/2012,01N,K198,23.52,6/30/2022,02. Guardrail, 455. New guardrail (single and double),U2,20.00,950.00,m,19000.00,4,4,9,47.00,3
K198_01N_B5291,K198-01,Bridge,Bridge,10/31/2012,01N,K198,23.52,6/30/2022,01. Approach Embankment, 155. Earth backfill,U2,60.00,630.00,m3,37800.00,2,4,4,11.00,3
K197_01N_B5110,Tributory to Wonderfonteinspruit River C5110 ,Major Culvert,Culvert Major,10/16/2012,01N,K197,3.50,6/30/2022,05. Waterway, 405. Remove trees (girth > 500 mm),BE,2.00,3100.00,No,6200.00,4,4,9,145.00,1
K197_01N_B5110,Tributory to Wonderfonteinspruit River C5110 ,Major Culvert,Culvert Major,10/16/2012,01N,K197,3.50,6/30/2022,05. Waterway, 207. Clear debris,BE,30.00,750.00,m3,22500.00,4,4,9,40.00,3
D83_01N_B1148,D83 (R54) over Grootspruit,Bridge,Bridge,10/3/2012,01N,D83,40.00,6/30/2022,06. Abutments, 118. Repair spall (including honeycombing),U2,2.00,750.00,L,0.00,0,0,4,9999999.00,1
D83_01N_B1148,D83 (R54) over Grootspruit,Bridge,Bridge,10/3/2012,01N,D83,40.00,6/30/2022,06. Abutments, 120. Seal cracks,BU,6.00,750.00,m,4500.00,1,1,4,89.00,3
D83_01N_B1148,D83 (R54) over Grootspruit,Bridge,Bridge,10/3/2012,01N,D83,40.00,6/30/2022,09. Superstructure Drainage, 353. Extend scupper below deck soffit,AS,12.00,3100.00,No,37200.00,1,1,1,3.00,3
D83_01N_B1148,D83 (R54) over Grootspruit,Bridge,Bridge,10/3/2012,01N,D83,40.00,6/30/2022,11. Parapet, 458. New/repair steel railing,"S1,S3",3.00,3100.00,m,9300.00,3,4,4,43.00,3
D83_01N_B1148,D83 (R54) over Grootspruit,Bridge,Bridge,10/3/2012,01N,D83,40.00,6/30/2022,11. Parapet, 953. Ad-hoc item (describe under Remarks),AS,4.00,1080.00,No,4320.00,3,4,4,93.00,3
D83_01N_B1148,D83 (R54) over Grootspruit,Bridge,Bridge,10/3/2012,01N,D83,40.00,6/30/2022,14. Piers & Columns, 120. Seal cracks,AP,6.00,750.00,m,4500.00,1,1,4,89.00,3
D83_01N_B1148,D83 (R54) over Grootspruit,Bridge,Bridge,10/3/2012,01N,D83,40.00,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BU,2.00,5380.00,No,10760.00,1,1,1,9.00,3
K175_01N_IDC0473,Culvert at km 25 on route K175,Major Culvert,Culvert Major,9/27/2012,01N,K175,25.00,6/30/2022,08. Guardrails," 463. Repair guardrail (realign, bolt replacement, etc)",E1,1.00,630.00,m,630.00,1,1,1,159.00,1
K175_01N_IDC0473,Culvert at km 25 on route K175,Major Culvert,Culvert Major,9/27/2012,01N,K175,25.00,6/30/2022,11. Top Slab, 953. Ad-hoc item (describe under Remarks),C1,0.00,1080.00,No,0.00,0,0,1,9999999.00,1
D83_01N_B2751,Road D83 over river,Bridge,Bridge,10/2/2012,01N,D83,1.00,6/30/2022,06. Abutments, 120. Seal cracks,U1,4.00,750.00,m,3000.00,1,1,4,133.00,1
D83_01N_B2751,Road D83 over river,Bridge,Bridge,10/2/2012,01N,D83,1.00,6/30/2022,07. Wing/ Retaining Walls, 120. Seal cracks,U1,1.00,750.00,m,750.00,1,1,4,533.00,1
D83_01N_B2751,Road D83 over river,Bridge,Bridge,10/2/2012,01N,D83,1.00,6/30/2022,09. Superstructure Drainage, 353. Extend scupper below deck soffit,S1,3.00,3100.00,No,9300.00,1,1,1,11.00,3
D83_01N_B2751,Road D83 over river,Bridge,Bridge,10/2/2012,01N,D83,1.00,6/30/2022,11. Parapet, 454. New endblocks,S1,1.00,15350.00,No,15350.00,3,4,1,7.00,3
D83_01N_B2751,Road D83 over river,Bridge,Bridge,10/2/2012,01N,D83,1.00,6/30/2022,11. Parapet, 953. Ad-hoc item (describe under Remarks),S1,4.00,1080.00,No,4320.00,3,4,1,23.00,3
D83_01N_B2751,Road D83 over river,Bridge,Bridge,10/2/2012,01N,D83,1.00,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,U2,1.00,5380.00,No,5380.00,1,1,1,19.00,3
D83_01N_B2751,Road D83 over river,Bridge,Bridge,10/2/2012,01N,D83,1.00,6/30/2022,06. Abutments, 118. Repair spall (including honeycombing),U1,1.00,750.00,L,0.00,0,0,4,9999999.00,1
K175_01N_IDC0424,Culvert at km 1 on k175 route,Major Culvert,Culvert Major,9/28/2012,01N,K175,1.00,6/30/2022,10. Walls, 118. Repair spall (including honeycombing),C1,10.00,750.00,L,7500.00,3,4,1,13.00,3
K103_01N_B4721,Pedestrian bridge at Waterkloof,Bridge,Bridge,10/16/2012,01N,K103,2.10,6/30/2022,10. Kerbs / Sidewalks, 207. Clear debris,U2,1.00,750.00,m3,750.00,1,1,1,133.00,1
K103_01N_B4721,Pedestrian bridge at Waterkloof,Bridge,Bridge,10/16/2012,01N,K103,2.10,6/30/2022,14. Piers & Columns, 103. Clean concrete surface,P1,4.00,150.00,m2,600.00,1,1,1,167.00,1
K103_01N_B4721,Pedestrian bridge at Waterkloof,Bridge,Bridge,10/16/2012,01N,K103,2.10,6/30/2022,11. Parapet, 459. Paint steel rails,AS,100.00,750.00,m2,75000.00,1,1,1,1.00,3
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,Bridge,10/17/2012,01N,K103,2.50,6/30/2022,04. Approach Embankment Protection Works, 401. Apply weed killer/ant poison and remove growth,BU,12.00,80.00,m2,960.00,1,1,1,104.00,2
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,Bridge,10/17/2012,01N,K103,2.50,6/30/2022,06. Abutments, 103. Clean concrete surface,BU,50.00,150.00,m2,7500.00,1,1,1,13.00,3
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,Bridge,10/17/2012,01N,K103,2.50,6/30/2022,06. Abutments, 120. Seal cracks,U1,2.00,750.00,m,1500.00,1,1,1,67.00,3
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,Bridge,10/17/2012,01N,K103,2.50,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,6.00,750.00,L,4500.00,1,1,1,22.00,3
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,Bridge,10/17/2012,01N,K103,2.50,6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),P3,4.00,750.00,L,3000.00,1,1,1,33.00,3
K103_01N_B748A,Bridge A on Route K103 EBC,Bridge,Bridge,10/17/2012,01N,K103,2.50,6/30/2022,17. Expansion Joints, 302. Joint cover plates (replace and refit),"BU,P3",3.00,3830.00,No,11490.00,3,4,4,35.00,3
K13_01N_IDC2625,K13-02,Major Culvert,Culvert Major,11/1/2012,01N,K13,1.15,6/30/2022,10. Walls, 105. Concrete (mass),E1,0.20,12270.00,m3,2454.00,1,1,0,0.00,3
K13_01N_IDC2625,K13-02,Major Culvert,Culvert Major,11/1/2012,01N,K13,1.15,6/30/2022,08. Guardrails," 463. Repair guardrail (realign, bolt replacement, etc)",BE,35.00,630.00,m,22050.00,1,1,1,5.00,3
K175_01N_IDC0460,Culvert at kn 13.5 at route K1756,Major Culvert,Culvert Major,9/27/2012,01N,K175,13.50,6/30/2022,10. Walls, 953. Ad-hoc item (describe under Remarks),C1,20.00,1080.00,No,21600.00,4,4,9,42.00,3
D96_01N_IDC1324,Tributary to  Magalies River,Major Culvert,Culvert Major,10/17/2012,01N,D96,2.60,6/30/2022,03. Scour Protection Works, 105. Concrete (mass),E1,5.00,12270.00,m3,61350.00,3,4,0,0.00,3
K13_01N_IDC2620,K13-01,Major Culvert,Culvert Major,11/1/2012,01N,K13,1.14,6/30/2022,05. Waterway, 209. Clear siltation,AC,10.00,630.00,m3,6300.00,1,1,1,16.00,3
K103_01N_IDC2511,Hennops River Culvert,Major Culvert,Culvert Major,10/18/2012,01N,K103,4.40,6/30/2022,05. Waterway, 207. Clear debris,E2,5.00,750.00,m3,3750.00,1,1,1,27.00,3
K175_01N_IDC0397,Culvert at km 22.5 on Route K175,Major Culvert,Culvert Major,9/28/2012,01N,K175,22.50,6/30/2022,10. Walls, 118. Repair spall (including honeycombing),C1,20.00,750.00,L,15000.00,2,4,1,7.00,3
D83_01N_B2120,D83 (R54) over Suikerbosrant  River,Bridge,Bridge,10/4/2012,01N,D83,6.00,6/30/2022,10. Kerbs / Sidewalks, 118. Repair spall (including honeycombing),"S2,S3",4.00,750.00,L,3000.00,1,1,1,33.00,3
D83_01N_B2120,D83 (R54) over Suikerbosrant  River,Bridge,Bridge,10/4/2012,01N,D83,6.00,6/30/2022,20. Decks and Slabs, 120. Seal cracks,S1,2.00,750.00,m,1500.00,1,1,4,267.00,1
D83_01N_B2120,D83 (R54) over Suikerbosrant  River,Bridge,Bridge,10/4/2012,01N,D83,6.00,6/30/2022,14. Piers & Columns, 120. Seal cracks,AP,5.00,750.00,m,3750.00,3,4,4,107.00,2
D83_01N_B2120,D83 (R54) over Suikerbosrant  River,Bridge,Bridge,10/4/2012,01N,D83,6.00,6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),AP,25.00,750.00,L,18750.00,3,4,4,21.00,3
D83_01N_B2120,D83 (R54) over Suikerbosrant  River,Bridge,Bridge,10/4/2012,01N,D83,6.00,6/30/2022,11. Parapet, 459. Paint steel rails,AS,70.00,750.00,m2,52500.00,1,1,9,17.00,3
D83_01N_B2120,D83 (R54) over Suikerbosrant  River,Bridge,Bridge,10/4/2012,01N,D83,6.00,6/30/2022,11. Parapet, 454. New endblocks,AS,2.00,15350.00,No,30700.00,4,4,9,29.00,3
D83_01N_B2120,D83 (R54) over Suikerbosrant  River,Bridge,Bridge,10/4/2012,01N,D83,6.00,6/30/2022,09. Superstructure Drainage, 353. Extend scupper below deck soffit,AS,20.00,3100.00,No,62000.00,1,1,1,2.00,3
D83_01N_B2120,D83 (R54) over Suikerbosrant  River,Bridge,Bridge,10/4/2012,01N,D83,6.00,6/30/2022,07. Wing/ Retaining Walls, 120. Seal cracks,U1,3.00,750.00,m,2250.00,1,1,4,178.00,1
D83_01N_B2120,D83 (R54) over Suikerbosrant  River,Bridge,Bridge,10/4/2012,01N,D83,6.00,6/30/2022,06. Abutments, 120. Seal cracks,U2,15.00,750.00,m,11250.00,1,1,4,36.00,3
D83_01N_B2120,D83 (R54) over Suikerbosrant  River,Bridge,Bridge,10/4/2012,01N,D83,6.00,6/30/2022,03. Waterway, 207. Clear debris,"S2,S4",15.00,750.00,m3,11250.00,1,1,1,9.00,3
D83_01N_B2120,D83 (R54) over Suikerbosrant  River,Bridge,Bridge,10/4/2012,01N,D83,6.00,6/30/2022,11. Parapet, 458. New/repair steel railing,AS,30.00,3100.00,m,93000.00,4,4,9,10.00,3
D964_01N_IDC2836,New Culvert C02,Major Culvert,Culvert Major,11/12/2012,01N,D964,6.10,6/30/2022,03. Scour Protection Works, 156. Gabion (mattresses and boxes),BE,10.00,3100.00,m3,31000.00,3,4,0,0.00,3
D766_01N_C3155,drainage,Major Culvert,Culvert Major,10/12/2012,01N,D766,0.50,6/30/2022,08. Guardrails, 455. New guardrail (single and double),BE,120.00,950.00,m,114000.00,1,1,4,4.00,3
K198_01N_B5292A,K198-02,Bridge,Bridge,10/31/2012,01N,K198,28.20,6/30/2022,02. Guardrail, 467. Replace posts (steel or timber),U1,1.00,630.00,No,630.00,3,4,9,1429.00,1
K198_01N_B5292A,K198-02,Bridge,Bridge,10/31/2012,01N,K198,28.20,6/30/2022,20. Decks and Slabs, 120. Seal cracks,AS,6.00,750.00,m,4500.00,2,4,4,89.00,3
K198_01N_B5292A,K198-02,Bridge,Bridge,10/31/2012,01N,K198,28.20,6/30/2022,11. Parapet, 569. Replace service duct cover,AS,4.00,3100.00,No,12400.00,3,4,4,32.00,3
K198_01N_B5292A,K198-02,Bridge,Bridge,10/31/2012,01N,K198,28.20,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S2,3.00,750.00,L,2250.00,2,4,4,178.00,1
K198_01N_B5292A,K198-02,Bridge,Bridge,10/31/2012,01N,K198,28.20,6/30/2022,08. Surfacing, 207. Clear debris,BU,4.00,750.00,m3,3000.00,1,1,1,33.00,3
K198_01N_B5292A,K198-02,Bridge,Bridge,10/31/2012,01N,K198,28.20,6/30/2022,04. Approach Embankment Protection Works, 156. Gabion (mattresses and boxes),BU,1.00,3100.00,m3,3100.00,2,4,1,32.00,3
K198_01N_B5292A,K198-02,Bridge,Bridge,10/31/2012,01N,K198,28.20,6/30/2022,06. Abutments, 120. Seal cracks,BU,12.00,750.00,m,9000.00,2,4,4,44.00,3
D962_01N_B3604,D962-03,Bridge,Bridge,10/16/2012,01N,D962,7.80,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,2.00,750.00,L,1500.00,1,1,4,267.00,1
D962_01N_B3604,D962-03,Bridge,Bridge,10/16/2012,01N,D962,7.80,6/30/2022,11. Parapet, 458. New/repair steel railing,S1,2.00,3100.00,m,6200.00,3,4,4,65.00,3
D962_01N_B3604,D962-03,Bridge,Bridge,10/16/2012,01N,D962,7.80,6/30/2022,11. Parapet, 459. Paint steel rails,AS,20.00,750.00,m2,15000.00,1,1,4,27.00,3
D962_01N_B3604,D962-03,Bridge,Bridge,10/16/2012,01N,D962,7.80,6/30/2022,21. Miscellaneous Items, 953. Ad-hoc item (describe under Remarks),BU,4.00,1080.00,No,4320.00,3,4,9,208.00,1
D962_01N_B3604,D962-03,Bridge,Bridge,10/16/2012,01N,D962,7.80,6/30/2022,02. Guardrail, 467. Replace posts (steel or timber),BU,8.00,630.00,No,5040.00,3,4,9,179.00,1
D962_01N_B3604,D962-03,Bridge,Bridge,10/16/2012,01N,D962,7.80,6/30/2022,02. Guardrail, 455. New guardrail (single and double),BU,220.00,950.00,m,209000.00,3,4,9,4.00,3
D962_01N_B3604,D962-03,Bridge,Bridge,10/16/2012,01N,D962,7.80,6/30/2022,10. Kerbs / Sidewalks, 118. Repair spall (including honeycombing),AS,12.00,750.00,L,9000.00,1,1,4,44.00,3
K175_01N_B5103A,Railway Bridge on Route K175,Bridge,Bridge,9/27/2012,01N,K175,21.50,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,BU,1.00,3100.00,No,3100.00,2,4,4,129.00,2
K175_01N_B5103A,Railway Bridge on Route K175,Bridge,Bridge,9/27/2012,01N,K175,21.50,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,5.00,750.00,L,3750.00,2,4,1,27.00,3
K103_01N_B748B,Bridge B on Route K103 WBC,Bridge,Bridge,10/17/2012,01N,K103,2.50,6/30/2022,14. Piers & Columns, 103. Clean concrete surface,P4,10.00,150.00,m2,1500.00,1,1,1,67.00,3
K103_01N_B748B,Bridge B on Route K103 WBC,Bridge,Bridge,10/17/2012,01N,K103,2.50,6/30/2022,17. Expansion Joints, 302. Joint cover plates (replace and refit),"BU,P3",5.00,3830.00,No,19150.00,3,4,4,21.00,3
K103_01N_B748B,Bridge B on Route K103 WBC,Bridge,Bridge,10/17/2012,01N,K103,2.50,6/30/2022,06. Abutments, 120. Seal cracks,U2,3.00,750.00,m,2250.00,1,1,1,44.00,3
K103_01N_B748B,Bridge B on Route K103 WBC,Bridge,Bridge,10/17/2012,01N,K103,2.50,6/30/2022,06. Abutments, 103. Clean concrete surface,BU,30.00,150.00,m2,4500.00,1,1,1,22.00,3
K103_01N_B748B,Bridge B on Route K103 WBC,Bridge,Bridge,10/17/2012,01N,K103,2.50,6/30/2022,04. Approach Embankment Protection Works, 401. Apply weed killer/ant poison and remove growth,BU,20.00,80.00,m2,1600.00,1,1,1,62.00,3
K103_01N_B748B,Bridge B on Route K103 WBC,Bridge,Bridge,10/17/2012,01N,K103,2.50,6/30/2022,04. Approach Embankment Protection Works, 160. Interlocking blocks,U1,12.00,480.00,m2,5760.00,1,1,1,17.00,3
K175_01N_B5104A,River Bridge on route K175,Bridge,Bridge,9/27/2012,01N,K175,23.90,6/30/2022,06. Abutments, 120. Seal cracks,U2,2.00,750.00,m,1500.00,1,1,1,67.00,3
K175_01N_B5104A,River Bridge on route K175,Bridge,Bridge,9/27/2012,01N,K175,23.90,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S1,10.00,750.00,L,7500.00,2,4,4,53.00,3
K175_01N_B5104A,River Bridge on route K175,Bridge,Bridge,9/27/2012,01N,K175,23.90,6/30/2022,11. Parapet, 456. New pedestrian parapet,U1,3.00,5090.00,m,15270.00,3,4,4,26.00,3
K175_01N_B5104A,River Bridge on route K175,Bridge,Bridge,9/27/2012,01N,K175,23.90,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,BU,4.00,3100.00,No,12400.00,3,4,4,32.00,3
D795_01N_IDC2152,NOORDWYK CULVERT,Major Culvert,Culvert Major,11/7/2012,01N,D795,12.40,6/30/2022,01. Apron Slabs & Cut Off Walls, 105. Concrete (mass),E1,3.00,12270.00,m3,36810.00,2,4,0,0.00,3
D795_01N_IDC2152,NOORDWYK CULVERT,Major Culvert,Culvert Major,11/7/2012,01N,D795,12.40,6/30/2022,04. Embankment/s, 359. Replace sidedrain/gutter/downchutes,E1,10.00,1570.00,m,15700.00,2,4,1,6.00,3
D83_01N_IDC2013,D83 over spruit,Major Culvert,Culvert Major,10/3/2012,01N,D83,1.00,6/30/2022,13. Cell Deformation, 105. Concrete (mass),AC,1.00,12270.00,m3,12270.00,1,1,4,33.00,3
D83_01N_IDC2013,D83 over spruit,Major Culvert,Culvert Major,10/3/2012,01N,D83,1.00,6/30/2022,14. Miscellaneous Items, 604. Install clearance sign,E2,1.00,7640.00,No,7640.00,1,1,1,13.00,3
K103_01N_B4866A,Hennops River Bridge 1,Bridge,Bridge,10/17/2012,01N,K103,4.36,6/30/2022,02. Guardrail, 467. Replace posts (steel or timber),BU,6.00,630.00,No,3780.00,1,1,1,26.00,3
K103_01N_B4866A,Hennops River Bridge 1,Bridge,Bridge,10/17/2012,01N,K103,4.36,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S2,2.00,750.00,L,1500.00,1,1,1,67.00,3
K103_01N_B4866A,Hennops River Bridge 1,Bridge,Bridge,10/17/2012,01N,K103,4.36,6/30/2022,03. Waterway, 405. Remove trees (girth > 500 mm),S1,1.00,3100.00,No,3100.00,3,4,9,290.00,1
K103_01N_B4866A,Hennops River Bridge 1,Bridge,Bridge,10/17/2012,01N,K103,4.36,6/30/2022,03. Waterway, 207. Clear debris,AS,8.00,750.00,m3,6000.00,3,4,9,150.00,1
K111_01N_IDB2149,IVORY PARK BRIDGE 1,Bridge,Bridge,11/7/2012,01N,K111,2.20,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,BU,2.00,3100.00,No,6200.00,1,1,16,258.00,1
K111_01N_IDB2149,IVORY PARK BRIDGE 1,Bridge,Bridge,11/7/2012,01N,K111,2.20,6/30/2022,02. Guardrail, 455. New guardrail (single and double),U2,30.00,950.00,m,28500.00,4,4,16,56.00,3
K111_01N_IDB2149,IVORY PARK BRIDGE 1,Bridge,Bridge,11/7/2012,01N,K111,2.20,6/30/2022,06. Abutments, 103. Clean concrete surface,BU,10.00,150.00,m2,1500.00,1,1,1,67.00,3
K111_01N_IDB2149,IVORY PARK BRIDGE 1,Bridge,Bridge,11/7/2012,01N,K111,2.20,6/30/2022,06. Abutments, 120. Seal cracks,U1,3.00,750.00,m,2250.00,1,1,1,44.00,3
K111_01N_IDB2149,IVORY PARK BRIDGE 1,Bridge,Bridge,11/7/2012,01N,K111,2.20,6/30/2022,07. Wing/ Retaining Walls, 120. Seal cracks,U1,2.00,750.00,m,1500.00,1,1,1,67.00,3
K111_01N_IDB2149,IVORY PARK BRIDGE 1,Bridge,Bridge,11/7/2012,01N,K111,2.20,6/30/2022,08. Surfacing, 207. Clear debris,S1,1.00,750.00,m3,750.00,1,1,1,133.00,1
K111_01N_IDB2149,IVORY PARK BRIDGE 1,Bridge,Bridge,11/7/2012,01N,K111,2.20,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S1,2.00,750.00,L,1500.00,1,1,1,67.00,3
K111_01N_IDB2149,IVORY PARK BRIDGE 1,Bridge,Bridge,11/7/2012,01N,K111,2.20,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BU,2.00,5380.00,No,10760.00,1,1,1,9.00,3
D83_01N_IDC2016,D83 over spruit,Major Culvert,Culvert Major,10/3/2012,01N,D83,30.00,6/30/2022,14. Miscellaneous Items, 620. Install structure number plate,BE,2.00,5380.00,No,10760.00,1,1,1,9.00,3
D93_01N_B4634,D93-01,Bridge,Bridge,10/30/2012,01N,D93,12.20,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,U1,1.00,3100.00,No,3100.00,3,4,4,129.00,2
D93_01N_B4634,D93-01,Bridge,Bridge,10/30/2012,01N,D93,12.20,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BU,2.00,5380.00,No,10760.00,1,1,0,0.00,3
D93_01N_B4634,D93-01,Bridge,Bridge,10/30/2012,01N,D93,12.20,6/30/2022,11. Parapet, 120. Seal cracks,S1,1.00,750.00,m,750.00,2,4,4,533.00,1
D93_01N_B4634,D93-01,Bridge,Bridge,10/30/2012,01N,D93,12.20,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S1,5.00,750.00,L,3750.00,2,4,4,107.00,2
D93_01N_B4634,D93-01,Bridge,Bridge,10/30/2012,01N,D93,12.20,6/30/2022,08. Surfacing, 207. Clear debris,BU,2.00,750.00,m3,1500.00,2,4,4,267.00,1
D93_01N_B4634,D93-01,Bridge,Bridge,10/30/2012,01N,D93,12.20,6/30/2022,06. Abutments, 120. Seal cracks,U1,2.00,750.00,m,1500.00,1,1,1,67.00,3
D93_01N_B4634,D93-01,Bridge,Bridge,10/30/2012,01N,D93,12.20,6/30/2022,07. Wing/ Retaining Walls, 118. Repair spall (including honeycombing),BU,5.00,750.00,L,3750.00,1,1,1,27.00,3
D878_01N_B1138,Road D878 over river,Bridge,Bridge,10/9/2012,01N,D878,1.00,6/30/2022,08. Surfacing, 502. Resurface or patch,U1,25.00,950.00,m2,23750.00,3,4,4,17.00,3
D878_01N_B1138,Road D878 over river,Bridge,Bridge,10/9/2012,01N,D878,1.00,6/30/2022,02. Guardrail, 455. New guardrail (single and double),BU,12.00,950.00,m,11400.00,4,4,9,79.00,3
D878_01N_B1138,Road D878 over river,Bridge,Bridge,10/9/2012,01N,D878,1.00,6/30/2022,11. Parapet, 459. Paint steel rails,AS,60.00,750.00,m2,45000.00,1,1,4,9.00,3
D878_01N_B1138,Road D878 over river,Bridge,Bridge,10/9/2012,01N,D878,1.00,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BU,2.00,5380.00,No,10760.00,1,1,1,9.00,3
D878_01N_B1138,Road D878 over river,Bridge,Bridge,10/9/2012,01N,D878,1.00,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,10.00,750.00,L,7500.00,1,1,4,53.00,3
D878_01N_B1138,Road D878 over river,Bridge,Bridge,10/9/2012,01N,D878,1.00,6/30/2022,10. Kerbs / Sidewalks, 118. Repair spall (including honeycombing),U1,3.00,750.00,L,2250.00,1,1,1,44.00,3
D878_01N_B1138,Road D878 over river,Bridge,Bridge,10/9/2012,01N,D878,1.00,6/30/2022,07. Wing/ Retaining Walls," 607. Monitor (movements, rotations, etc) (5 year period)",BU,4.00,30670.00,No,122680.00,4,4,16,13.00,3
D878_01N_B1138,Road D878 over river,Bridge,Bridge,10/9/2012,01N,D878,1.00,6/30/2022,06. Abutments, 120. Seal cracks,U1,2.00,750.00,m,1500.00,1,1,4,267.00,1
D878_01N_B1138,Road D878 over river,Bridge,Bridge,10/9/2012,01N,D878,1.00,6/30/2022,04. Approach Embankment Protection Works, 159. Stone pitching,BU,10.00,950.00,m2,9500.00,3,4,4,42.00,3
